"The New York Times"	"English"	"Germany"	"Poland"	"1"
"The New York Times"	"English"	"Germany"	"Argentina"	"3"
"The New York Times"	"English"	"Germany"	"Iraq"	"3"
"The New York Times"	"English"	"Germany"	"Israel"	"2"
"The New York Times"	"English"	"Germany"	"Algeria"	"1"
"The New York Times"	"English"	"Germany"	"Italy"	"5"
"The New York Times"	"English"	"Germany"	"Ukraine"	"24"
"The New York Times"	"English"	"Germany"	"Switzerland"	"1"
"The New York Times"	"English"	"Germany"	"China"	"11"
"The New York Times"	"English"	"Germany"	"Rwanda"	"1"
"The New York Times"	"English"	"Germany"	"Austria"	"1"
"The New York Times"	"English"	"Germany"	"Syria"	"5"
"The New York Times"	"English"	"Germany"	"Greece"	"12"
"The New York Times"	"English"	"Germany"	"United Kingdom"	"15"
"The New York Times"	"English"	"Germany"	"Hungary"	"2"
"The New York Times"	"English"	"Germany"	"France"	"13"
"The New York Times"	"English"	"Germany"	"Vatican"	"3"
"The New York Times"	"English"	"Germany"	"Philippines"	"1"
"The New York Times"	"English"	"Germany"	"United States of America"	"15"
"The New York Times"	"English"	"Germany"	"Saudi Arabia"	"1"
"The New York Times"	"English"	"Germany"	"Japan"	"1"
"The New York Times"	"English"	"Germany"	"Brazil"	"6"
"The New York Times"	"English"	"Germany"	"Turkey"	"3"
"The New York Times"	"English"	"Germany"	"Egypt"	"2"
"The New York Times"	"English"	"Germany"	"South Africa"	"1"
