"China Daily"	"English"	"Ukraine"	"Malaysia"	"14"
"China Daily"	"English"	"Ukraine"	"Poland"	"1"
"China Daily"	"English"	"Ukraine"	"Slovakia"	"1"
"China Daily"	"English"	"Ukraine"	"Algeria"	"1"
"China Daily"	"English"	"Ukraine"	"Switzerland"	"1"
"China Daily"	"English"	"Ukraine"	"China"	"31"
"China Daily"	"English"	"Ukraine"	"Australia"	"1"
"China Daily"	"English"	"Ukraine"	"Austria"	"2"
"China Daily"	"English"	"Ukraine"	"Syria"	"1"
"China Daily"	"English"	"Ukraine"	"United Kingdom"	"5"
"China Daily"	"English"	"Ukraine"	"Hungary"	"1"
"China Daily"	"English"	"Ukraine"	"France"	"3"
"China Daily"	"English"	"Ukraine"	"Belarus"	"5"
"China Daily"	"English"	"Ukraine"	"United States of America"	"50"
"China Daily"	"English"	"Ukraine"	"Spain"	"1"
"China Daily"	"English"	"Ukraine"	"Serbia"	"1"
"China Daily"	"English"	"Ukraine"	"Kazakhstan"	"2"
"China Daily"	"English"	"Ukraine"	"Japan"	"3"
"China Daily"	"English"	"Ukraine"	"Germany"	"17"
